isotig00001_Past	isogroup00001_Past
isotig00002_Past	isogroup00001_Past
isotig00003_Past	isogroup00001_Past
isotig00004_Past	isogroup00001_Past
isotig00005_Past	isogroup00001_Past
isotig00006_Past	isogroup00001_Past
isotig00007_Past	isogroup00001_Past
isotig00008_Past	isogroup00001_Past
isotig00009_Past	isogroup00001_Past
isotig00010_Past	isogroup00001_Past
isotig00011_Past	isogroup00002_Past
isotig00012_Past	isogroup00002_Past
isotig00013_Past	isogroup00002_Past
isotig00014_Past	isogroup00002_Past
isotig00015_Past	isogroup00002_Past
isotig00016_Past	isogroup00002_Past
isotig00026_Past	isogroup00004_Past
isotig00027_Past	isogroup00004_Past
isotig00028_Past	isogroup00004_Past
isotig00029_Past	isogroup00004_Past
isotig00030_Past	isogroup00004_Past
isotig00032_Past	isogroup00005_Past
isotig00033_Past	isogroup00005_Past
isotig00034_Past	isogroup00005_Past
isotig00035_Past	isogroup00006_Past
isotig00036_Past	isogroup00006_Past
isotig00037_Past	isogroup00006_Past
isotig00038_Past	isogroup00006_Past
isotig00039_Past	isogroup00006_Past
isotig00040_Past	isogroup00006_Past
isotig00042_Past	isogroup00007_Past
isotig00043_Past	isogroup00007_Past
isotig00044_Past	isogroup00007_Past
isotig00045_Past	isogroup00007_Past
isotig00046_Past	isogroup00007_Past
isotig00047_Past	isogroup00007_Past
isotig00049_Past	isogroup00008_Past
isotig00050_Past	isogroup00008_Past
isotig00051_Past	isogroup00008_Past
isotig00052_Past	isogroup00008_Past
isotig00053_Past	isogroup00008_Past
isotig00055_Past	isogroup00009_Past
isotig00056_Past	isogroup00009_Past
isotig00057_Past	isogroup00009_Past
isotig00058_Past	isogroup00009_Past
isotig00059_Past	isogroup00009_Past
isotig00060_Past	isogroup00009_Past
isotig00061_Past	isogroup00010_Past
isotig00062_Past	isogroup00010_Past
isotig00063_Past	isogroup00010_Past
isotig00064_Past	isogroup00010_Past
isotig00065_Past	isogroup00010_Past
isotig00066_Past	isogroup00010_Past
isotig00067_Past	isogroup00011_Past
isotig00068_Past	isogroup00011_Past
isotig00069_Past	isogroup00011_Past
isotig00070_Past	isogroup00011_Past
isotig00071_Past	isogroup00011_Past
isotig00072_Past	isogroup00012_Past
isotig00073_Past	isogroup00012_Past
isotig00074_Past	isogroup00012_Past
isotig00075_Past	isogroup00012_Past
isotig00076_Past	isogroup00012_Past
isotig00077_Past	isogroup00012_Past
isotig00078_Past	isogroup00013_Past
isotig00079_Past	isogroup00013_Past
isotig00080_Past	isogroup00013_Past
isotig00081_Past	isogroup00013_Past
isotig00082_Past	isogroup00013_Past
isotig00083_Past	isogroup00014_Past
isotig00084_Past	isogroup00014_Past
isotig00090_Past	isogroup00016_Past
isotig00091_Past	isogroup00016_Past
isotig00092_Past	isogroup00016_Past
isotig00093_Past	isogroup00016_Past
isotig00094_Past	isogroup00016_Past
isotig00095_Past	isogroup00016_Past
isotig00096_Past	isogroup00017_Past
isotig00097_Past	isogroup00017_Past
isotig00098_Past	isogroup00017_Past
isotig00101_Past	isogroup00018_Past
isotig00103_Past	isogroup00018_Past
isotig00104_Past	isogroup00018_Past
isotig00106_Past	isogroup00019_Past
isotig00107_Past	isogroup00019_Past
isotig00108_Past	isogroup00019_Past
isotig00109_Past	isogroup00019_Past
isotig00110_Past	isogroup00019_Past
isotig00111_Past	isogroup00020_Past
isotig00112_Past	isogroup00020_Past
isotig00113_Past	isogroup00020_Past
isotig00114_Past	isogroup00020_Past
isotig00115_Past	isogroup00020_Past
isotig00116_Past	isogroup00021_Past
isotig00117_Past	isogroup00021_Past
isotig00118_Past	isogroup00021_Past
isotig00119_Past	isogroup00021_Past
isotig00120_Past	isogroup00021_Past
isotig00121_Past	isogroup00022_Past
isotig00122_Past	isogroup00022_Past
isotig00123_Past	isogroup00022_Past
isotig00124_Past	isogroup00022_Past
isotig00125_Past	isogroup00023_Past
isotig00126_Past	isogroup00023_Past
isotig00127_Past	isogroup00023_Past
isotig00129_Past	isogroup00024_Past
isotig00133_Past	isogroup00025_Past
isotig00134_Past	isogroup00025_Past
isotig00135_Past	isogroup00025_Past
isotig00136_Past	isogroup00025_Past
isotig00137_Past	isogroup00026_Past
isotig00138_Past	isogroup00026_Past
isotig00139_Past	isogroup00026_Past
isotig00140_Past	isogroup00026_Past
isotig00141_Past	isogroup00027_Past
isotig00142_Past	isogroup00027_Past
isotig00143_Past	isogroup00027_Past
isotig00145_Past	isogroup00028_Past
isotig00146_Past	isogroup00028_Past
isotig00147_Past	isogroup00028_Past
isotig00148_Past	isogroup00028_Past
isotig00149_Past	isogroup00029_Past
isotig00150_Past	isogroup00029_Past
isotig00151_Past	isogroup00029_Past
isotig00153_Past	isogroup00030_Past
isotig00154_Past	isogroup00030_Past
isotig00155_Past	isogroup00030_Past
isotig00156_Past	isogroup00030_Past
isotig00157_Past	isogroup00031_Past
isotig00158_Past	isogroup00031_Past
isotig00159_Past	isogroup00031_Past
isotig00160_Past	isogroup00031_Past
isotig00161_Past	isogroup00032_Past
isotig00162_Past	isogroup00032_Past
isotig00165_Past	isogroup00033_Past
isotig00166_Past	isogroup00033_Past
isotig00168_Past	isogroup00033_Past
isotig00172_Past	isogroup00035_Past
isotig00173_Past	isogroup00035_Past
isotig00174_Past	isogroup00035_Past
isotig00175_Past	isogroup00035_Past
isotig00176_Past	isogroup00035_Past
isotig00177_Past	isogroup00035_Past
isotig00178_Past	isogroup00036_Past
isotig00179_Past	isogroup00036_Past
isotig00180_Past	isogroup00036_Past
isotig00181_Past	isogroup00036_Past
isotig00182_Past	isogroup00037_Past
isotig00183_Past	isogroup00037_Past
isotig00184_Past	isogroup00037_Past
isotig00185_Past	isogroup00037_Past
isotig00186_Past	isogroup00038_Past
isotig00187_Past	isogroup00038_Past
isotig00188_Past	isogroup00038_Past
isotig00189_Past	isogroup00038_Past
isotig00190_Past	isogroup00039_Past
isotig00191_Past	isogroup00039_Past
isotig00192_Past	isogroup00039_Past
isotig00193_Past	isogroup00039_Past
isotig00194_Past	isogroup00040_Past
isotig00195_Past	isogroup00040_Past
isotig00196_Past	isogroup00040_Past
isotig00197_Past	isogroup00040_Past
isotig00198_Past	isogroup00041_Past
isotig00199_Past	isogroup00041_Past
isotig00200_Past	isogroup00041_Past
isotig00201_Past	isogroup00041_Past
isotig00202_Past	isogroup00042_Past
isotig00203_Past	isogroup00042_Past
isotig00204_Past	isogroup00042_Past
isotig00205_Past	isogroup00042_Past
isotig00206_Past	isogroup00043_Past
isotig00207_Past	isogroup00043_Past
isotig00208_Past	isogroup00043_Past
isotig00209_Past	isogroup00043_Past
isotig00210_Past	isogroup00044_Past
isotig00211_Past	isogroup00044_Past
isotig00212_Past	isogroup00044_Past
isotig00213_Past	isogroup00044_Past
isotig00214_Past	isogroup00045_Past
isotig00215_Past	isogroup00045_Past
isotig00216_Past	isogroup00045_Past
isotig00217_Past	isogroup00045_Past
isotig00218_Past	isogroup00046_Past
isotig00219_Past	isogroup00046_Past
isotig00220_Past	isogroup00046_Past
isotig00222_Past	isogroup00047_Past
isotig00223_Past	isogroup00047_Past
isotig00224_Past	isogroup00047_Past
isotig00225_Past	isogroup00047_Past
isotig00234_Past	isogroup00050_Past
isotig00235_Past	isogroup00050_Past
isotig00236_Past	isogroup00050_Past
isotig00237_Past	isogroup00050_Past
isotig00238_Past	isogroup00051_Past
isotig00239_Past	isogroup00051_Past
isotig00240_Past	isogroup00051_Past
isotig00242_Past	isogroup00052_Past
isotig00243_Past	isogroup00052_Past
isotig00244_Past	isogroup00052_Past
isotig00245_Past	isogroup00052_Past
isotig00246_Past	isogroup00053_Past
isotig00247_Past	isogroup00053_Past
isotig00248_Past	isogroup00053_Past
isotig00251_Past	isogroup00055_Past
isotig00252_Past	isogroup00055_Past
isotig00253_Past	isogroup00055_Past
isotig00254_Past	isogroup00056_Past
isotig00255_Past	isogroup00056_Past
isotig00256_Past	isogroup00056_Past
isotig00257_Past	isogroup00057_Past
isotig00258_Past	isogroup00057_Past
isotig00259_Past	isogroup00057_Past
isotig00260_Past	isogroup00058_Past
isotig00261_Past	isogroup00058_Past
isotig00262_Past	isogroup00058_Past
isotig00263_Past	isogroup00059_Past
isotig00264_Past	isogroup00059_Past
isotig00266_Past	isogroup00060_Past
isotig00267_Past	isogroup00060_Past
isotig00271_Past	isogroup00062_Past
isotig00272_Past	isogroup00062_Past
isotig00273_Past	isogroup00062_Past
isotig00281_Past	isogroup00065_Past
isotig00282_Past	isogroup00066_Past
isotig00283_Past	isogroup00066_Past
isotig00285_Past	isogroup00067_Past
isotig00286_Past	isogroup00067_Past
isotig00287_Past	isogroup00067_Past
isotig00288_Past	isogroup00068_Past
isotig00289_Past	isogroup00068_Past
isotig00290_Past	isogroup00070_Past
isotig00291_Past	isogroup00070_Past
isotig00292_Past	isogroup00070_Past
isotig00293_Past	isogroup00070_Past
isotig00294_Past	isogroup00071_Past
isotig00295_Past	isogroup00071_Past
isotig00296_Past	isogroup00071_Past
isotig00297_Past	isogroup00071_Past
isotig00298_Past	isogroup00072_Past
isotig00299_Past	isogroup00072_Past
isotig00300_Past	isogroup00072_Past
isotig00301_Past	isogroup00072_Past
isotig00302_Past	isogroup00073_Past
isotig00303_Past	isogroup00073_Past
isotig00304_Past	isogroup00073_Past
isotig00305_Past	isogroup00073_Past
isotig00306_Past	isogroup00074_Past
isotig00307_Past	isogroup00074_Past
isotig00308_Past	isogroup00074_Past
isotig00309_Past	isogroup00074_Past
isotig00310_Past	isogroup00075_Past
isotig00311_Past	isogroup00075_Past
isotig00312_Past	isogroup00075_Past
isotig00313_Past	isogroup00075_Past
isotig00314_Past	isogroup00076_Past
isotig00315_Past	isogroup00076_Past
isotig00316_Past	isogroup00076_Past
isotig00317_Past	isogroup00076_Past
isotig00318_Past	isogroup00077_Past
isotig00319_Past	isogroup00077_Past
isotig00320_Past	isogroup00077_Past
isotig00321_Past	isogroup00077_Past
isotig00322_Past	isogroup00078_Past
isotig00323_Past	isogroup00078_Past
isotig00324_Past	isogroup00078_Past
isotig00325_Past	isogroup00078_Past
isotig00326_Past	isogroup00079_Past
isotig00327_Past	isogroup00079_Past
isotig00328_Past	isogroup00079_Past
isotig00329_Past	isogroup00079_Past
isotig00330_Past	isogroup00080_Past
isotig00331_Past	isogroup00080_Past
isotig00332_Past	isogroup00080_Past
isotig00333_Past	isogroup00080_Past
